pp_id,ca_id,supply_pf_id,pp_eff,erg_max,discharge_duration,st_lss_rt,st_lss_hr,factor_lin_0,factor_lin_1,cap_avlb,vc_ramp,vc_om,cap_pwr_leg,cap_pwr_leg_yr2020,cap_pwr_leg_yr2025,cap_pwr_leg_yr2030,cap_pwr_leg_yr2035,cap_pwr_leg_yr2040,cap_pwr_leg_yr2045,cap_pwr_leg_yr2050,erg_chp,erg_chp_yr2020,erg_chp_yr2025,erg_chp_yr2030,erg_chp_yr2035,erg_chp_yr2040,erg_chp_yr2045,erg_chp_yr2050,cap_pwr_leg_old,fc_om_yr2020,fc_om_yr2050,fc_cp_ann_yr2025,fc_cp_ann_yr2020,fc_om_yr2045,fc_om_yr2040,pwr_pot,fc_cp_ann,fc_cp_ann_yr2045,fc_om_yr2025,fc_cp_ann_yr2040,fc_om_yr2035,fc_cp_ann_yr2050,fc_cp_ann_yr2035,fc_cp_ann_yr2030,fc_om_yr2030,fc_om,cap_pwr_leg_hp_fossil,cap_pwr_leg_hp_retr_1pc,cap_pwr_leg_hp_retr_1pc_fossil,cap_pwr_leg_hp_retr_2pc,cap_pwr_leg_hp_retr_2pc_fossil,cap_pwr_leg_yr2020_hp_fossil,cap_pwr_leg_yr2020_hp_retr_1pc,cap_pwr_leg_yr2020_hp_retr_1pc_fossil,cap_pwr_leg_yr2020_hp_retr_2pc,cap_pwr_leg_yr2020_hp_retr_2pc_fossil,cap_pwr_leg_yr2025_hp_fossil,cap_pwr_leg_yr2025_hp_retr_1pc,cap_pwr_leg_yr2025_hp_retr_1pc_fossil,cap_pwr_leg_yr2025_hp_retr_2pc,cap_pwr_leg_yr2025_hp_retr_2pc_fossil,cap_pwr_leg_yr2030_hp_fossil,cap_pwr_leg_yr2030_hp_retr_1pc,cap_pwr_leg_yr2030_hp_retr_1pc_fossil,cap_pwr_leg_yr2030_hp_retr_2pc,cap_pwr_leg_yr2030_hp_retr_2pc_fossil,cap_pwr_leg_yr2035_hp_fossil,cap_pwr_leg_yr2035_hp_retr_1pc,cap_pwr_leg_yr2035_hp_retr_1pc_fossil,cap_pwr_leg_yr2035_hp_retr_2pc,cap_pwr_leg_yr2035_hp_retr_2pc_fossil,cap_pwr_leg_yr2040_hp_fossil,cap_pwr_leg_yr2040_hp_retr_1pc,cap_pwr_leg_yr2040_hp_retr_1pc_fossil,cap_pwr_leg_yr2040_hp_retr_2pc,cap_pwr_leg_yr2040_hp_retr_2pc_fossil,cap_pwr_leg_yr2045_hp_fossil,cap_pwr_leg_yr2045_hp_retr_1pc,cap_pwr_leg_yr2045_hp_retr_1pc_fossil,cap_pwr_leg_yr2045_hp_retr_2pc,cap_pwr_leg_yr2045_hp_retr_2pc_fossil,cap_pwr_leg_yr2050_hp_fossil,cap_pwr_leg_yr2050_hp_retr_1pc,cap_pwr_leg_yr2050_hp_retr_1pc_fossil,cap_pwr_leg_yr2050_hp_retr_2pc,cap_pwr_leg_yr2050_hp_retr_2pc_fossil
32,0.0,25.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,39756.64,52802.8676680286,55900.7646514898,63959.3253311656,63959.3253311656,65956.2802500185,70530.7925396692,86140.7925396692,,,,,,,,,39224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.0,26.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,876.0,1089.65065061156,2692.02554745263,2821.02554745263,2888.02554745263,2930.02554745263,3196.78750743447,4008.78750743447,,,,,,,,,931.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.0,29.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,18904.953,20056.8173441047,23014.953,24562.0153018299,25711.0153018299,27050.4655160395,49227.4508654388,56764.63481652,,,,,,,,,18900.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.0,27.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.0,28.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,6100.17,20535.2843502967,24531.6723302685,25381.6723302685,25731.6723302685,31850.0812452205,35312.3341798765,45200.004896947,,,,,,,,,6196.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.0,31.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,2411.5,2582.7889976764,3663.84,4544.58880778011,4544.58880778011,5025.68442860955,5986.22638810337,6802.66466209749,,,,,,,,,2421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0,30.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,41282.5932405567,55095.9646647334,53125.6717882644,55282.4812024037,53452.4747311941,55194.4399136395,64608.1258708442,68828.785992298,,,,,,,,,41297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.0,34.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,8957.8,8963.48275625162,12569.6664818425,15577.4420761065,15846.2694302456,17735.6922396904,19793.1643985445,25957.2787707973,,,,,,,,,9136.62911418825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.0,32.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,60.288,240.568875087078,432.480774373323,705.809843053732,880.275206041227,1362.96271030663,1851.46572667162,2334.15323093702,,,,,,,,,60.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.0,33.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,10358.2,20469.9633229586,20979.2811589325,22914.9118889701,22914.9118889701,27463.5438533657,31903.1223286198,42870.4234066731,,,,,,,,,10324.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.0,35.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3663.60675944334,6736.01328757533,8881.08522754397,11931.4707631087,13761.4772343183,14209.9506552731,16633.5283407322,17720.1481551987,,,,,,,,,3283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0.0,36.0,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1659.72675591556,4150.40891994172,7856.54121907545,7856.54121907545,9416.07217829681,10938.2133698125,14698.4308822879,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.0,,0.33,,0.0,0.0,,0.0,0.0,1.0,27.0,3.89,10800.0,6907.2,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,10800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.0,,0.33,,0.0,0.0,,0.0,0.0,1.0,27.0,3.89,3333.0,2874.51630735213,2166.94306246545,1194.02985074627,0.0,0.0,0.0,0.0,,,,,,,,,3333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.0,,0.33,,0.0,0.0,,0.0,0.0,1.0,27.0,3.89,63246.72,61326.72,59493.12,59493.12,56330.16,42452.16,39118.56,32276.4,,,,,,,,,63130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,,0.0,,0.0,0.0,,1.63934426229508,0.000172029080742573,1.0,11.425,3.03333333333333,4073.87265,3527.0057198665,3194.68688920177,2902.3660922104,3114.75954118723,3045.50220700512,3062.81461366841,2850.45101586374,4970233.20149227,4303040.97275442,3897603.14306406,3540963.98040069,3800089.64842669,3715593.85502019,3736715.45252414,3477626.2037237,3996.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,,0.0,,0.0,0.0,,1.63934426229508,0.00544953859108333,1.0,11.425,3.03333333333333,266.983909570742,267.205289263586,124.584466119147,71.1434082664299,71.0320727292368,0.0,0.0,0.0,570972.811079253,571446.254537858,266436.816178277,152147.565270705,151909.462664648,0.0,0.0,0.0,310.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,,0.0,,0.0,0.0,,1.63934426229508,7.04687186357373e-05,1.0,11.425,3.03333333333333,25177.76772,21891.23262,21891.23262,21891.23262,21891.23262,21891.23262,21891.23262,20023.9026197983,54623937.4135072,47493698.9584479,47493698.9584479,47493698.9584479,47493698.9584479,47493698.9584479,47493698.9584479,43442469.3897377,24038.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0,,0.0,,0.0,0.0,,1.63934426229508,0.000165493266025621,1.0,11.425,3.03333333333333,9646.19544,9180.91825415021,8902.30277660842,8343.65938251004,8343.65938251004,8343.65938251004,8343.65938251004,8343.65938251004,6010635.99050905,5720717.35717567,5547109.40705253,5199013.40264192,5199013.40264192,5199013.40264192,5199013.40264192,5199013.40264192,10236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,,0.0,,0.0,0.0,,1.63934426229508,1.56515790129574e-05,1.0,11.425,3.03333333333333,52044.52014,51352.5754647232,47623.0934041995,41739.4429862532,35862.1278680811,35862.1278680811,35862.1278680811,35862.1278680811,85513395.3469998,84376473.7572527,78248630.2681935,68581312.3081094,58924403.7627489,58924403.7627489,58924403.7627489,58924403.7627489,43923.9909789552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,,0.58,,0.0,0.0,,0.0,0.0,1.0,11.425,3.03333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,,0.58,,0.0,0.0,,0.0,0.0,1.0,11.425,3.03333333333333,154.515327257664,331.67495854063,1039.3864013267,1680.62465450525,3360.69651741294,3493.22830292979,3516.03095632947,3449.14317302377,930600.0,1633500.0,2445300.0,3009600.0,3227400.0,3405600.0,3415500.0,3415500.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,,0.58,,0.0,0.0,,0.0,0.0,1.0,11.425,3.03333333333333,0.0,0.0,1186.8420513037,5086.7513160732,17195.078435375,20128.794255375,21402.0998249991,21402.0998249991,0.0,0.0,2574890.14320496,11035862.6156735,37305248.770254,43670035.0024108,46432510.3940702,46432510.3940702,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,,0.58,,0.0,0.0,,0.0,0.0,1.0,11.425,3.03333333333333,0.0,0.0,0.0,0.0,4923.61363191916,14849.6925529907,18916.0995362946,26580.7334781902,0.0,0.0,0.0,0.0,3067950.41459105,9252984.46026508,11786801.2710412,16562707.472796,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,,0.58,,0.0,0.0,,0.0,0.0,1.0,11.425,3.03333333333333,0.0,0.0,0.0,0.0,0.0,9350.9504850731,9219.371843581,9199.5035090358,0.0,0.0,0.0,0.0,0.0,15364375.0302484,15148180.5805951,15115535.2849467,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0.0,,0.0,,0.0,0.0,,2.38095238095238,3.95901626363881e-05,1.0,17.55,4.42916666666667,5384.8375,3855.5255,3833.533,3779.573,3479.9,2891.56,2891.56,2891.56,1356129.56582729,970984.19819559,965445.557618886,951856.150069997,876385.828935856,728216.962417818,728216.962417818,728216.962417818,3007.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0,,0.0,,0.0,0.0,,2.76349206349206,3.34353119951515e-05,1.0,17.55,4.42916666666667,9511.49,8858.01888364397,5103.49888364397,5098.36888364397,4803.04888364397,2226.12888364397,2214.16888364397,1901.36888364397,122639.644687478,114213.891674708,65803.7058077167,65737.5604007146,61929.7511227669,28703.353030769,28549.1426861793,24515.9490584466,8700.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,,0.0,,0.0,0.0,,2.38095238095238,0.000108225108225108,1.0,17.55,4.42916666666667,872.754,804.160701075646,778.216701075646,778.216701075646,80.8567010756462,72.1167010756462,36.3967010756462,36.3967010756462,382632.937412252,352560.253180244,341185.880873473,341185.880873473,35449.2068120443,31617.4147228839,15957.0470541415,15957.0470541415,1100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0,,0.0,,0.0,0.0,,2.00534500150656,5.39556297110739e-05,1.0,17.55,4.42916666666667,24612.6,23397.811875607,21563.6769520161,18742.4165925609,12593.8592336451,11362.4875772069,10210.2329724817,10210.2329724817,8143575.3637003,7741638.19973052,7134777.64954659,6201306.72986141,4166932.4569132,3759508.29672983,3378261.60959598,3378261.60959598,24612.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0.0,,0.0,,0.0,0.0,,2.40182767362398,0.000114129169122336,1.0,13.5,6.775,20679.0,19020.2809991783,16812.1874312674,13987.4230201083,11775.9245823416,10501.6918603955,9309.33006314504,9309.33006314504,4337783.86207152,3989838.385333,3526651.93314346,2934107.92826507,2470207.24475326,2202914.52567684,1952795.67264412,1952795.67264412,20679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,11.705,18.8,773.0,773.0,773.0,773.0,773.0,773.0,692.0,692.0,,,,,,,,,773.218178246992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,11.705,18.8,0.0,12.9795791896249,37.6407796499121,88.261138489449,172.628403222011,299.828279280334,438.70977660932,556.823947234906,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0.0,37.0,0.35,,0.0,0.0,,0.0,0.0,1.0,11.705,20.2333333333333,7467.0,7467.0,7467.0,7467.0,7467.0,7467.0,7467.0,7467.0,,,,,,,,,7467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0.0,38.0,0.35,,0.0,0.0,,0.0,0.0,1.0,11.705,20.2333333333333,396.144535668849,486.359764882912,478.170337883431,508.692590062929,504.38789552898,646.133310682995,620.103511649137,529.182330192915,,,,,,,,,616.39375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.0,41.0,0.35,,0.0,0.0,,0.0,0.0,1.0,11.705,20.2333333333333,2984.40958691185,3734.39963426593,3805.94529523515,3762.16786459484,3860.92755815199,4724.89279703436,4733.284850715,4676.94219720701,,,,,,,,,2984.40958691185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,0.0,39.0,0.35,,0.0,0.0,,0.0,0.0,1.0,11.705,20.2333333333333,46.2,191.263345329984,407.58587783961,585.733845788713,639.178236173444,662.082974909757,672.262858792563,674.807829763265,,,,,,,,,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,0.0,40.0,0.35,,0.0,0.0,,0.0,0.0,1.0,11.705,20.2333333333333,922.9718,1568.45843059428,1786.53618614743,1859.73691783003,1875.66347268543,1901.44548864406,1950.16381605083,1970.61514296984,,,,,,,,,922.9718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0.0,,0.21,,0.0,0.0,,0.0,0.0,1.0,11.705,20.2333333333333,1924.0,1924.0,1924.0,1924.0,1924.0,1924.0,1924.0,1924.0,,,,,,,,,1924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.0,,0.21,,0.0,0.0,,0.0,0.0,1.0,11.705,20.2333333333333,237.138024331151,291.142205366449,286.23989228574,304.510967431993,301.934113114399,386.785031607745,371.203205882939,316.776431311937,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.0,,0.21,,0.0,0.0,,0.0,0.0,1.0,11.705,20.2333333333333,916.759056476757,1147.14303969226,1169.12063048033,1155.67296023266,1186.01023159127,1451.40542422838,1453.98331810994,1436.67582851605,,,,,,,,,916.759056476757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.0,,0.21,,0.0,0.0,,0.0,0.0,1.0,11.705,20.2333333333333,439.268492108766,470.228803004725,506.818261336313,532.149424796644,532.149424796644,534.963998514458,534.963998514458,534.963998514458,,,,,,,,,439.268492108766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,0.0,,0.21,,0.0,0.0,,0.0,0.0,1.0,11.705,20.2333333333333,779.9282,1325.37631219959,1509.65603921683,1571.51200805563,1584.97024075633,1606.75651992432,1647.92440544516,1665.20615402249,,,,,,,,,779.9282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,0.0,,0.0,,0.0,0.0,,2.22222222222222,0.0102171136653895,1.0,11.25,5.2125,970.58312,815.01612,482.888652858483,422.957882858483,384.782132858483,8.4377,3.2205,0.0,2931692.34970696,2461794.84750554,1458588.07986019,1277564.34649767,1162252.68290792,25486.4730587138,9727.67300159853,0.0,174.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.0,,0.0,,0.0,0.0,,2.22222222222222,0.000423280423280423,1.0,11.25,5.2125,5028.38102,1673.8347,1458.16054239206,1248.11304239206,1060.97281239206,862.853412392064,833.376622392064,674.145372392064,2633553.19956385,876650.498876872,763693.790629725,653683.975644506,555671.56379199,451908.945627136,436470.836560101,353075.412418584,4200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,0.0,,0.0,,0.0,0.0,,2.22222222222222,0.000555920378303817,1.0,11.25,5.2125,13927.99768,8629.21162803748,6039.68779099336,2331.96700345592,797.776774133129,603.408889010772,483.398183505213,128.121634787514,9049483.37207097,5606685.82348634,3924186.0526426,1515156.52908929,518342.106167135,392054.826050402,314079.878832931,83244.8877613654,3197.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,0.0,,0.0,,0.0,0.0,,2.22222222222222,0.0237037037037037,1.0,11.25,5.2125,64.416256129341,64.4696692770435,30.0589833004216,17.1650494450129,17.1381870828141,0.0,0.0,0.0,17918.0258049375,17932.8832061024,8361.20679484527,4774.63015362478,4767.15811895557,0.0,0.0,0.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,0.0,,0.0,,0.0,0.0,,2.22222222222222,0.000209236482996266,1.0,11.25,5.2125,7692.80211,5008.33382278701,1849.26455278701,1678.642202787,799.2099,708.2738,693.75,625.022,512974.536541064,333967.738263724,123313.405615179,111935.897177645,53293.2372611793,47229.3995222995,46260.9176261995,41677.9693788287,8496.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,2.0,0.2,3987.94919880424,3989.08863408864,4065.01828495971,4178.76252290012,4449.28722981993,4678.20492295943,4958.70692757557,5115.18347180115,,,,,,,,,3842.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,,1.0,,504.030419461607,0.0,,0.0,0.0,1.0,2.0,2.0,1602.05080119576,1602.50853852372,1633.01122347491,1678.70489669885,1787.38088574959,1879.34238160114,1992.02648032713,2054.88670259879,,,,,,,,,1543.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,0.0,,1.0,,5.74257425742574,0.264914821711842,,0.0,0.0,1.0,0.0,1.5,8149.2,8149.2,8149.2,8149.2,8149.2,8149.2,8149.2,8149.2,,,,,,,,,8149.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,2.0,0.2,4199.86902283289,5334.37379280553,5381.64039603292,5408.64988359143,5455.95868914313,5503.18309004621,5577.45918083211,5651.73527161801,,,,,,,,,4157.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.0,,1.0,,1011.54541521031,0.0,,0.0,0.0,1.0,2.0,2.0,7635.72144687751,9698.34824703942,9784.2829783423,9833.3885390868,9919.39999782835,10005.2580016926,10140.29829374,10275.3385857873,,,,,,,,,7559.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,0.0,,1.0,,20.3625377643505,0.25,,0.0,0.0,1.0,0.0,1.5,1917.516406843,2435.49244329492,2457.07275608361,2469.40436339143,2491.00394431654,2512.56498896881,2546.47690906532,2580.38882916183,,,,,,,,,1898.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,2.0,0.2,5448.80533372408,5698.26771192029,5698.26771192029,5700.1679848774,5738.89071895137,5752.19099708415,5752.19099708415,5819.04695481949,,,,,,,,,5656.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,,1.0,,504.030419461607,0.0,,0.0,0.0,1.0,2.0,2.0,3846.20572532144,4022.29636694008,4022.29636694008,4023.637732667,4050.97135763129,4060.35976532243,4060.35976532243,4107.55208577881,,,,,,,,,3992.46041105121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,0.0,,1.0,,3.49909015403424,0.29993400791905,,0.0,0.0,1.0,0.0,1.5,3853.98894095448,4030.43592113963,4030.43592113963,4031.780001266,4059.16893879345,4068.57634494872,4068.57634494872,4115.8641641986,,,,,,,,,4000.53958894879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,2.0,0.2,5228.09617785304,5311.77418784893,5311.77418784893,5348.63293219566,5423.71801196742,5483.95997716687,5513.94117347477,5531.95451893184,,,,,,,,,5203.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,,1.0,,583.18866945645,0.0,,0.0,0.0,1.0,2.0,2.0,13283.903822147,13496.5186247443,13496.5186247443,13590.1718396528,13780.9531382815,13934.0200376925,14010.198308841,14055.967847202,,,,,,,,,13220.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,0.0,,1.0,,5.74257425742574,0.249854481955765,,0.0,0.0,1.0,0.0,1.5,3795.9,3795.9,3795.9,3795.9,3795.9,3795.9,3795.9,3795.9,,,,,,,,,3795.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,2.0,0.2,10381.0428484447,10381.0525506381,10381.0525506381,10381.0525506381,10518.1000803526,10884.129152472,11271.3938419832,11665.4507956414,,,,,,,,,10322.333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0.0,,1.0,,424.872169466764,0.0,,0.0,0.0,1.0,2.0,2.0,8260.71811540141,8260.72583592483,8260.72583592483,8260.72583592483,8369.78145084824,8661.04920024141,8969.21519886069,9282.78614381371,,,,,,,,,8214.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,0.0,,1.0,,20.3625377643505,0.27866203441868,,0.0,0.0,1.0,0.0,1.5,4993.23903615388,4993.2437028691,4993.2437028691,4993.2437028691,5059.1630026128,5235.22148517149,5421.49421260571,5611.03399123875,,,,,,,,,4965.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0.0,,1.0,,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
